zinc
1904,16369
1905,15361
1906,18417
1907,16558
1908,19967
1909,17303
1910,19414
1911,26002
1912,18850
1913,20279
1914,23342
1915,20139
1916,20265
1917,21165
1918,15607
1919,19460
1920,25479
1921,21328
1922,26643
1923,23522
1924,20120
1925,18590
1926,20269
1927,21880
1928,23132
1929,23870
1930,25813
1931,25660
1932,23218
1933,25932
1934,24997
1935,28446
1936,28234
1937,35453
1938,39204
1939,37656
1940,38630
1941,38383
1942,38043
1943,36553
1944,28774
1945,29678
1946,36097
1947,49818
1948,53399
1949,62778
1950,75395
1951,66585
1952,67891
1953,67111
1954,68926
1955,81828
1956,71778
1957,81634
1958,97082
1959,101217
1960,121938
1961,132861
1962,143389
1963,139027
1964,148090
1965,178120
1966,177782
1967,169542
1968,173558
1969,166743
1970,174568
1971,190512
1972,181509
1973,175135
1974,170947
1975,191415
1976,185842
1977,193124
1978,193283
1979,196108
1980,215739
1981,205352
1982,218067
1983,225166
1984,243380
1985,251651
1986,274501
1987,265468
1988,286885
1989,292319
1990,320563
1991,304651
1992,377365
1993,324861
1994,329263
1995,350560
1996,338134
1997,358145
1998,361636
1999,368438
2000,425000
2001,447660
2002,488169
2003,506887
2004,519151
2005,517477
2006,522273
2007,538588
2008,506065
zones
1900,4172
1901,5302
1902,5121
1903,5649
1904,5673
1905,5915
1906,6099
1907,7722
1908,8528
1909,6688
1910,6546
1911,7626
1912,7486
1913,7513
1914,8511
1915,8513
1916,7548
1917,7657
1918,8148
1919,7618
1920,9919
1921,8003
1922,9851
1923,7908
1924,7887
1925,7002
1926,7250
1927,7637
1928,7962
1929,7505
1930,8915
1931,9158
1932,7511
1933,8371
1934,7012
1935,8565
1936,8875
1937,9924
1938,12450
1939,10876
1940,13204
1941,10432
1942,13016
1943,10013
1944,8926
1945,11583
1946,14775
1947,17723
1948,18957
1949,24094
1950,21563
1951,18846
1952,18968
1953,21382
1954,19391
1955,22654
1956,24248
1957,27342
1958,26731
1959,26311
1960,33599
1961,33944
1962,46599
1963,44820
1964,44130
1965,53012
1966,53784
1967,58166
1968,60677
1969,57168
1970,60395
1971,62647
1972,66056
1973,68702
1974,70840
1975,75330
1976,78853
1977,83869
1978,72616
1979,83691
1980,79244
1981,85723
1982,90559
1983,91540
1984,103165
1985,97622
1986,103444
1987,98921
1988,105914
1989,110056
1990,121980
1991,109913
1992,128151
1993,128318
1994,132200
1995,134292
1996,137852
1997,145822
1998,150380
1999,152614
2000,170304
2001,167907
2002,181764
2003,197753
2004,196146
2005,199244
2006,199838
2007,197222
2008,187434
zealous
1900,11447
1901,10718
1902,10438
1903,10207
1904,10928
1905,10877
1906,10281
1907,10687
1908,9468
1909,8244
1910,9779
1911,7436
1912,9446
1913,8701
1914,8009
1915,6734
1916,5750
1917,5777
1918,4629
1919,5362
1920,6397
1921,5464
1922,7303
1923,5690
1924,5128
1925,5227
1926,5104
1927,6283
1928,6166
1929,5755
1930,6288
1931,6081
1932,5138
1933,3838
1934,5153
1935,5199
1936,5199
1937,4650
1938,5585
1939,4648
1940,4287
1941,3732
1942,3385
1943,2724
1944,3047
1945,2965
1946,4226
1947,4752
1948,4870
1949,5815
1950,5553
1951,5315
1952,5521
1953,4871
1954,5247
1955,6019
1956,6224
1957,6649
1958,6331
1959,6311
1960,7657
1961,8175
1962,9301
1963,9202
1964,8838
1965,10461
1966,11700
1967,11858
1968,13889
1969,14199
1970,13885
1971,11899
1972,12194
1973,10746
1974,9619
1975,9222
1976,9544
1977,9702
1978,10114
1979,9293
1980,9115
1981,9021
1982,8818
1983,9327
1984,9723
1985,9868
1986,9885
1987,10543
1988,10799
1989,10879
1990,11791
1991,10798
1992,12431
1993,12225
1994,13022
1995,13877
1996,15091
1997,14535
1998,15228
1999,17047
2000,18625
2001,19552
2002,19523
2003,25766
2004,29659
2005,25419
2006,36575
2007,36906
2008,76857
zum
1900,1665
1901,1582
1902,1737
1903,1636
1904,1835
1905,1800
1906,2194
1907,1682
1908,1608
1909,1854
1910,1762
1911,2013
1912,2566
1913,1784
1914,1650
1915,1519
1916,1625
1917,1375
1918,1355
1919,1167
1920,1684
1921,1088
1922,1637
1923,1488
1924,1285
1925,1597
1926,1528
1927,1978
1928,2315
1929,2930
1930,3106
1931,2788
1932,3299
1933,2410
1934,3062
1935,3458
1936,3514
1937,3851
1938,4312
1939,3060
1940,3328
1941,3587
1942,2551
1943,2160
1944,1876
1945,2312
1946,2445
1947,2789
1948,3868
1949,5168
1950,4198
1951,4510
1952,4782
1953,5627
1954,5189
1955,5456
1956,6388
1957,7835
1958,8664
1959,9046
1960,9786
1961,11218
1962,11332
1963,11519
1964,11369
1965,12793
1966,15282
1967,15488
1968,15109
1969,20108
1970,16669
1971,18368
1972,18112
1973,17786
1974,17935
1975,20136
1976,19438
1977,20670
1978,19375
1979,20957
1980,20516
1981,21104
1982,22489
1983,21726
1984,23897
1985,23465
1986,24575
1987,22354
1988,26415
1989,25491
1990,28155
1991,25183
1992,26900
1993,28744
1994,31141
1995,32547
1996,35268
1997,33954
1998,35419
1999,36458
2000,42907
2001,41218
2002,42333
2003,44192
2004,50586
2005,49672
2006,52188
2007,55036
2008,44817
zoos
1900,14
1901,10
1902,9
1903,3
1904,10
1905,9
1906,9
1907,7
1908,12
1909,33
1910,14
1911,20
1912,20
1913,17
1914,25
1915,14
1916,34
1917,26
1918,29
1919,26
1920,16
1921,15
1922,75
1923,23
1924,41
1925,51
1926,36
1927,60
1928,126
1929,119
1930,124
1931,143
1932,181
1933,78
1934,153
1935,116
1936,166
1937,209
1938,235
1939,182
1940,245
1941,205
1942,195
1943,116
1944,213
1945,201
1946,181
1947,200
1948,255
1949,229
1950,336
1951,260
1952,256
1953,301
1954,440
1955,453
1956,425
1957,636
1958,563
1959,676
1960,383
1961,891
1962,593
1963,813
1964,875
1965,1086
1966,1001
1967,1873
1968,1125
1969,1787
1970,1732
1971,1576
1972,1860
1973,1753
1974,2190
1975,1699
1976,1982
1977,2105
1978,2160
1979,1852
1980,2400
1981,2338
1982,1869
1983,2507
1984,2724
1985,2594
1986,2126
1987,2977
1988,3781
1989,4234
1990,4944
1991,4110
1992,4956
1993,5775
1994,5222
1995,6170
1996,5582
1997,6817
1998,6768
1999,6513
2000,7098
2001,10198
2002,7611
2003,7787
2004,8416
2005,7562
2006,10438
2007,8671
2008,8203
zwischen
1900,550
1901,765
1902,824
1903,776
1904,1011
1905,562
1906,822
1907,632
1908,737
1909,550
1910,909
1911,916
1912,967
1913,847
1914,690
1915,578
1916,700
1917,498
1918,544
1919,838
1920,797
1921,777
1922,826
1923,810
1924,730
1925,844
1926,1005
1927,1007
1928,1141
1929,1545
1930,1557
1931,1970
1932,1713
1933,1480
1934,1773
1935,2735
1936,2262
1937,2913
1938,4043
1939,2086
1940,2599
1941,2510
1942,1727
1943,1429
1944,1429
1945,1520
1946,1766
1947,1839
1948,1874
1949,3750
1950,2694
1951,3094
1952,3372
1953,3743
1954,3647
1955,3902
1956,4544
1957,5804
1958,5987
1959,5791
1960,6731
1961,6857
1962,7124
1963,7393
1964,7285
1965,9218
1966,9199
1967,10009
1968,9764
1969,14032
1970,9695
1971,10545
1972,10674
1973,10461
1974,10021
1975,12783
1976,11390
1977,11903
1978,10647
1979,11985
1980,11019
1981,10707
1982,11782
1983,12718
1984,12204
1985,12160
1986,12212
1987,10664
1988,15077
1989,11973
1990,13452
1991,11006
1992,11971
1993,12709
1994,13423
1995,13502
1996,14259
1997,14320
1998,14906
1999,15953
2000,18815
2001,18878
2002,17127
2003,19621
2004,22483
2005,22073
2006,21975
2007,22911
2008,18375
zeal
1900,31010
1901,31761
1902,29897
1903,27781
1904,29893
1905,28305
1906,28617
1907,30202
1908,26722
1909,23788
1910,25739
1911,23116
1912,24016
1913,22929
1914,21371
1915,16815
1916,16044
1917,15354
1918,13135
1919,15992
1920,17660
1921,15792
1922,18186
1923,15506
1924,15370
1925,14840
1926,14281
1927,18451
1928,16525
1929,16608
1930,18202
1931,16414
1932,15048
1933,12147
1934,14452
1935,15109
1936,14736
1937,14136
1938,15244
1939,13054
1940,12969
1941,10628
1942,10553
1943,9066
1944,8731
1945,8787
1946,13762
1947,14658
1948,15636
1949,16715
1950,16532
1951,15886
1952,16115
1953,14749
1954,16289
1955,17330
1956,19072
1957,19218
1958,18628
1959,19611
1960,23206
1961,25069
1962,26958
1963,27732
1964,27479
1965,31472
1966,33136
1967,34485
1968,39282
1969,40403
1970,38669
1971,34903
1972,34880
1973,29997
1974,25847
1975,26082
1976,26137
1977,27475
1978,27357
1979,24569
1980,24831
1981,24357
1982,23411
1983,24595
1984,25962
1985,25861
1986,26656
1987,27850
1988,28939
1989,28995
1990,31986
1991,29638
1992,32530
1993,31216
1994,33248
1995,35280
1996,38328
1997,36398
1998,38572
1999,43374
2000,46817
2001,48749
2002,48225
2003,62569
2004,76478
2005,64387
2006,94674
2007,97713
2008,208738
zhiqing
1979,6
1985,5
1986,3
1987,2
1988,4
1989,6
1990,15
1992,13
1993,30
1994,1628
1995,13
1996,15
1997,100
1998,25
1999,145
2000,40
2001,66
2002,183
2003,10806
2004,124
2005,233
2006,64
2007,402
2008,75
zoom
1900,10
1901,12
1902,11
1903,17
1904,8
1905,18
1906,42
1907,9
1908,5
1909,3
1910,10
1911,14
1912,8
1913,5
1914,8
1915,5
1916,4
1917,5
1918,96
1919,184
1920,52
1921,15
1922,19
1923,22
1924,11
1925,91
1926,29
1927,74
1928,116
1929,111
1930,90
1931,83
1932,75
1933,64
1934,89
1935,73
1936,104
1937,101
1938,111
1939,133
1940,132
1941,179
1942,236
1943,241
1944,152
1945,116
1946,143
1947,210
1948,148
1949,124
1950,142
1951,191
1952,117
1953,311
1954,236
1955,190
1956,225
1957,327
1958,357
1959,426
1960,359
1961,550
1962,753
1963,613
1964,542
1965,912
1966,1089
1967,1067
1968,1588
1969,2158
1970,2188
1971,2333
1972,3086
1973,3869
1974,2639
1975,3054
1976,3938
1977,2755
1978,2549
1979,3483
1980,3463
1981,3474
1982,4553
1983,5147
1984,4315
1985,4684
1986,5156
1987,6399
1988,6497
1989,8025
1990,7602
1991,9400
1992,11298
1993,10983
1994,11632
1995,12807
1996,13321
1997,14360
1998,16227
1999,17082
2000,21118
2001,22327
2002,28128
2003,34930
2004,34977
2005,31997
2006,29832
2007,34963
2008,29917
zucchini
1910,6
1911,2
1920,13
1922,1
1923,5
1925,2
1926,4
1927,2
1928,2
1929,7
1930,8
1931,10
1932,1
1933,12
1934,6
1935,4
1936,8
1937,17
1938,15
1939,7
1940,7
1941,14
1942,34
1943,19
1944,38
1945,31
1946,32
1947,23
1948,25
1949,33
1950,53
1951,30
1952,101
1953,74
1954,53
1955,119
1956,53
1957,61
1958,110
1959,43
1960,91
1961,170
1962,53
1963,87
1964,92
1965,140
1966,151
1967,157
1968,158
1969,205
1970,358
1971,357
1972,610
1973,734
1974,688
1975,995
1976,1780
1977,1723
1978,1697
1979,2687
1980,2457
1981,3192
1982,4215
1983,4328
1984,5557
1985,5919
1986,4591
1987,5075
1988,5221
1989,4937
1990,6299
1991,5411
1992,6065
1993,5899
1994,7855
1995,8132
1996,9369
1997,7582
1998,8358
1999,7990
2000,8015
2001,8966
2002,10440
2003,10011
2004,9720
2005,9703
2006,9735
2007,8791
2008,7345
zoology
1900,2066
1901,1725
1902,1822
1903,1599
1904,3228
1905,1992
1906,2205
1907,2007
1908,1528
1909,2836
1910,2295
1911,1935
1912,2692
1913,2078
1914,1944
1915,1807
1916,1457
1917,2260
1918,2465
1919,1453
1920,1643
1921,1484
1922,1548
1923,1477
1924,1360
1925,1371
1926,1485
1927,2151
1928,2247
1929,1918
1930,2196
1931,2577
1932,1426
1933,1216
1934,1690
1935,1469
1936,1489
1937,2426
1938,1530
1939,1978
1940,1753
1941,1762
1942,1752
1943,1112
1944,851
1945,1217
1946,1309
1947,1822
1948,1771
1949,2323
1950,1960
1951,1808
1952,1970
1953,2244
1954,2051
1955,2122
1956,2339
1957,2102
1958,3071
1959,2791
1960,2644
1961,3242
1962,3424
1963,3560
1964,3504
1965,4519
1966,3765
1967,5210
1968,4228
1969,4178
1970,4428
1971,3802
1972,4100
1973,3759
1974,4312
1975,5011
1976,3934
1977,4218
1978,3695
1979,3584
1980,4216
1981,3380
1982,4015
1983,3775
1984,3759
1985,5937
1986,5051
1987,5494
1988,4412
1989,4313
1990,4539
1991,4972
1992,4800
1993,5367
1994,5853
1995,6461
1996,5800
1997,5622
1998,5877
1999,7010
2000,7610
2001,7281
2002,6990
2003,7854
2004,7885
2005,7151
2006,8286
2007,9728
2008,13434
z
1900,5149
1901,5656
1902,6739
1903,7022
1904,7007
1905,6943
1906,7403
1907,6620
1908,7449
1909,6239
1910,7083
1911,8250
1912,7422
1913,10670
1914,7017
1915,9287
1916,6355
1917,4893
1918,5015
1919,4699
1920,8151
1921,8020
1922,8566
1923,6796
1924,7019
1925,6232
1926,6664
1927,8128
1928,7411
1929,10075
1930,9320
1931,8263
1932,8569
1933,8174
1934,9154
1935,8739
1936,10385
1937,10299
1938,13765
1939,11918
1940,10827
1941,9807
1942,9292
1943,7558
1944,7708
1945,12458
1946,11886
1947,16087
1948,17881
1949,24373
1950,27448
1951,21837
1952,23661
1953,25782
1954,22391
1955,24186
1956,23299
1957,29949
1958,31103
1959,31247
1960,41932
1961,46833
1962,56611
1963,54408
1964,53833
1965,74072
1966,61845
1967,61948
1968,64689
1969,58414
1970,65183
1971,67666
1972,68456
1973,64150
1974,64460
1975,65977
1976,69510
1977,70581
1978,69252
1979,72115
1980,81003
1981,76162
1982,82669
1983,84204
1984,85277
1985,95958
1986,103950
1987,100257
1988,110110
1989,111348
1990,123951
1991,116529
1992,147225
1993,128495
1994,123833
1995,129600
1996,129327
1997,136344
1998,137673
1999,137333
2000,151235
2001,158020
2002,167265
2003,185848
2004,193213
2005,192099
2006,197648
2007,206761
2008,189280
zoological
1900,1959
1901,3472
1902,1352
1903,1527
1904,1945
1905,1910
1906,1786
1907,1629
1908,1520
1909,1723
1910,2372
1911,1646
1912,1926
1913,2201
1914,2221
1915,1391
1916,1282
1917,1450
1918,1925
1919,1254
1920,1118
1921,1281
1922,1972
1923,1635
1924,1118
1925,1417
1926,1299
1927,1705
1928,1912
1929,1467
1930,1449
1931,2086
1932,1301
1933,897
1934,1201
1935,1142
1936,1404
1937,1606
1938,1167
1939,1305
1940,1258
1941,1156
1942,1072
1943,775
1944,889
1945,1143
1946,1017
1947,1108
1948,1388
1949,1521
1950,1934
1951,1452
1952,1580
1953,1553
1954,1486
1955,1539
1956,1811
1957,1747
1958,1947
1959,2208
1960,2049
1961,2199
1962,2938
1963,2589
1964,2787
1965,2924
1966,2970
1967,3382
1968,3036
1969,3291
1970,3105
1971,3077
1972,3111
1973,2936
1974,3161
1975,3050
1976,2951
1977,3265
1978,3010
1979,2645
1980,3318
1981,2664
1982,2859
1983,2783
1984,3234
1985,3250
1986,3145
1987,3120
1988,3063
1989,3232
1990,3348
1991,3410
1992,3639
1993,4011
1994,3740
1995,4209
1996,4287
1997,4591
1998,4371
1999,5393
2000,5372
2001,5629
2002,5893
2003,5766
2004,6479
2005,5749
2006,6573
2007,7703
2008,11132
zeolite
1900,51
1901,31
1902,25
1903,107
1904,102
1905,39
1906,115
1907,25
1908,52
1909,26
1910,55
1911,74
1912,142
1913,77
1914,61
1915,84
1916,72
1917,102
1918,58
1919,215
1920,74
1921,75
1922,90
1923,140
1924,57
1925,193
1926,159
1927,543
1928,505
1929,242
1930,279
1931,255
1932,225
1933,256
1934,244
1935,251
1936,305
1937,1197
1938,690
1939,808
1940,503
1941,290
1942,811
1943,362
1944,307
1945,1153
1946,880
1947,529
1948,872
1949,1193
1950,880
1951,1215
1952,771
1953,812
1954,849
1955,463
1956,647
1957,1514
1958,625
1959,723
1960,708
1961,893
1962,1212
1963,675
1964,820
1965,1233
1966,1725
1967,870
1968,1000
1969,1061
1970,580
1971,934
1972,1547
1973,4415
1974,933
1975,1578
1976,3271
1977,1388
1978,1269
1979,2642
1980,3908
1981,2947
1982,3590
1983,1997
1984,6096
1985,3128
1986,2750
1987,4326
1988,7166
1989,8480
1990,7803
1991,9179
1992,6523
1993,6872
1994,8257
1995,6210
1996,5162
1997,6086
1998,7206
1999,7426
2000,8740
2001,8970
2002,6853
2003,11637
2004,8014
2005,9057
2006,10140
2007,9320
2008,5636
zebra
1900,574
1901,341
1902,723
1903,595
1904,729
1905,1467
1906,708
1907,628
1908,1239
1909,960
1910,2795
1911,636
1912,1260
1913,1215
1914,1471
1915,1016
1916,514
1917,362
1918,356
1919,500
1920,583
1921,467
1922,629
1923,708
1924,989
1925,731
1926,615
1927,631
1928,821
1929,1046
1930,718
1931,960
1932,766
1933,476
1934,468
1935,620
1936,846
1937,772
1938,590
1939,632
1940,688
1941,587
1942,508
1943,291
1944,442
1945,329
1946,552
1947,733
1948,880
1949,528
1950,628
1951,616
1952,801
1953,781
1954,1110
1955,884
1956,960
1957,1115
1958,1016
1959,1432
1960,1011
1961,1375
1962,1819
1963,1568
1964,1607
1965,1801
1966,1744
1967,1949
1968,2190
1969,2100
1970,2776
1971,2206
1972,2795
1973,2313
1974,3289
1975,2359
1976,2870
1977,2589
1978,2240
1979,3482
1980,2695
1981,2697
1982,3381
1983,3354
1984,3598
1985,3392
1986,3560
1987,3615
1988,4402
1989,4945
1990,5230
1991,4817
1992,5515
1993,6730
1994,6573
1995,6832
1996,6959
1997,9114
1998,8251
1999,8235
2000,9385
2001,9537
2002,12788
2003,11749
2004,12304
2005,12215
2006,12286
2007,12553
2008,13620
zur
1900,6276
1901,5618
1902,5482
1903,6124
1904,7095
1905,6115
1906,7425
1907,7603
1908,7269
1909,7726
1910,7254
1911,7138
1912,7404
1913,7447
1914,5816
1915,5632
1916,7028
1917,4901
1918,5504
1919,4458
1920,5971
1921,4917
1922,6279
1923,5446
1924,4825
1925,5140
1926,5521
1927,6768
1928,6972
1929,6968
1930,7496
1931,7805
1932,7552
1933,6924
1934,7948
1935,9033
1936,9560
1937,8723
1938,10801
1939,9301
1940,8564
1941,8411
1942,7597
1943,4833
1944,4699
1945,5370
1946,6985
1947,7825
1948,9892
1949,12393
1950,10667
1951,11472
1952,12272
1953,12560
1954,12472
1955,12653
1956,14063
1957,17962
1958,18107
1959,19445
1960,23079
1961,22957
1962,25152
1963,26663
1964,26226
1965,31463
1966,33893
1967,33725
1968,33533
1969,42973
1970,35771
1971,37713
1972,38453
1973,36739
1974,36207
1975,42536
1976,41675
1977,42146
1978,40637
1979,42603
1980,43751
1981,41621
1982,47688
1983,43616
1984,48843
1985,51328
1986,49502
1987,47759
1988,51518
1989,52989
1990,56764
1991,52328
1992,54807
1993,55583
1994,61438
1995,62927
1996,68659
1997,65810
1998,68790
1999,71221
2000,83067
2001,80365
2002,84306
2003,83731
2004,91907
2005,92105
2006,96389
2007,103281
2008,84936
zip
1900,72
1901,69
1902,88
1903,97
1904,83
1905,95
1906,56
1907,95
1908,62
1909,78
1910,74
1911,49
1912,65
1913,63
1914,57
1915,137
1916,160
1917,103
1918,105
1919,177
1920,192
1921,127
1922,132
1923,62
1924,104
1925,83
1926,69
1927,88
1928,93
1929,91
1930,134
1931,192
1932,126
1933,146
1934,138
1935,145
1936,150
1937,164
1938,171
1939,224
1940,222
1941,176
1942,197
1943,247
1944,191
1945,204
1946,207
1947,334
1948,218
1949,374
1950,321
1951,298
1952,261
1953,426
1954,362
1955,389
1956,518
1957,425
1958,556
1959,409
1960,467
1961,669
1962,677
1963,556
1964,684
1965,986
1966,1418
1967,1320
1968,1862
1969,1665
1970,1800
1971,1897
1972,2267
1973,2250
1974,2023
1975,2255
1976,3249
1977,2609
1978,3893
1979,3157
1980,3680
1981,3298
1982,4015
1983,4784
1984,5190
1985,5927
1986,7125
1987,7045
1988,8185
1989,7952
1990,10287
1991,8599
1992,10337
1993,9730
1994,11365
1995,24360
1996,12645
1997,14308
1998,14180
1999,17764
2000,18732
2001,18696
2002,24243
2003,25079
2004,25111
2005,24330
2006,24434
2007,26007
2008,25213
zu
1900,7915
1901,8174
1902,8028
1903,8493
1904,9517
1905,8674
1906,11011
1907,7487
1908,7808
1909,8145
1910,9516
1911,7804
1912,11733
1913,8158
1914,8692
1915,7711
1916,6328
1917,6947
1918,6169
1919,6599
1920,12164
1921,5674
1922,8583
1923,6805
1924,6577
1925,7400
1926,6832
1927,8441
1928,9569
1929,12511
1930,12219
1931,11400
1932,15686
1933,12340
1934,14742
1935,16185
1936,16017
1937,18087
1938,21012
1939,12857
1940,16365
1941,14242
1942,10430
1943,10397
1944,8843
1945,10315
1946,9371
1947,13469
1948,15979
1949,23322
1950,18228
1951,20288
1952,21242
1953,23167
1954,22635
1955,22126
1956,25644
1957,31348
1958,33973
1959,36003
1960,38740
1961,43274
1962,42560
1963,47337
1964,42669
1965,47534
1966,55371
1967,59989
1968,55855
1969,86650
1970,61299
1971,70565
1972,68961
1973,72852
1974,61746
1975,75991
1976,74085
1977,74077
1978,73471
1979,76687
1980,70184
1981,70176
1982,73191
1983,73048
1984,80528
1985,73124
1986,76552
1987,69508
1988,75583
1989,75643
1990,89543
1991,76325
1992,78266
1993,81609
1994,89752
1995,93058
1996,100611
1997,93715
1998,104473
1999,103346
2000,120041
2001,119890
2002,114983
2003,129343
2004,141092
2005,142688
2006,147928
2007,155424
2008,126308
zenith
1900,4041
1901,3750
1902,4623
1903,3515
1904,3610
1905,3754
1906,4617
1907,3739
1908,4761
1909,3575
1910,4684
1911,4352
1912,3747
1913,3824
1914,3440
1915,3147
1916,3752
1917,3017
1918,3694
1919,3167
1920,3935
1921,2886
1922,3975
1923,3658
1924,2790
1925,3003
1926,3610
1927,3293
1928,3359
1929,3177
1930,3409
1931,3550
1932,2313
1933,2126
1934,2773
1935,3384
1936,3110
1937,2661
1938,3622
1939,2858
1940,3108
1941,3140
1942,3131
1943,2251
1944,2810
1945,2117
1946,2773
1947,2946
1948,3655
1949,3564
1950,3553
1951,3951
1952,3632
1953,3222
1954,4071
1955,4280
1956,4084
1957,5089
1958,5222
1959,5295
1960,5223
1961,7537
1962,6986
1963,6728
1964,7349
1965,8055
1966,8579
1967,7747
1968,8304
1969,8724
1970,8080
1971,7933
1972,7717
1973,7260
1974,7878
1975,8153
1976,7416
1977,7515
1978,7498
1979,7118
1980,8686
1981,7327
1982,8295
1983,7842
1984,6947
1985,9118
1986,8742
1987,8491
1988,9018
1989,9960
1990,9933
1991,10292
1992,11307
1993,10440
1994,11502
1995,10606
1996,12158
1997,11350
1998,12276
1999,12384
2000,14492
2001,16238
2002,16046
2003,18381
2004,19957
2005,18195
2006,20835
2007,23746
2008,33901
zooplankton
1902,1
1903,26
1905,1
1906,5
1908,39
1910,8
1911,10
1912,21
1913,2
1914,9
1915,3
1916,3
1917,1
1918,2
1919,13
1920,4
1921,2
1922,12
1923,6
1924,18
1925,8
1926,74
1927,33
1928,64
1929,76
1930,11
1931,18
1932,5
1933,353
1934,71
1935,352
1936,138
1937,343
1938,544
1939,214
1940,223
1941,175
1942,722
1943,215
1944,87
1945,49
1946,111
1947,268
1948,220
1949,503
1950,102
1951,159
1952,198
1953,473
1954,433
1955,484
1956,666
1957,944
1958,621
1959,878
1960,554
1961,749
1962,832
1963,2596
1964,774
1965,1011
1966,2543
1967,1660
1968,1542
1969,1454
1970,1956
1971,4670
1972,5188
1973,5465
1974,3210
1975,4802
1976,5197
1977,5132
1978,6542
1979,4926
1980,5729
1981,4555
1982,7642
1983,9963
1984,9655
1985,6034
1986,8125
1987,7693
1988,9190
1989,8339
1990,9367
1991,7639
1992,8724
1993,8031
1994,10173
1995,9098
1996,7328
1997,7119
1998,10041
1999,9182
2000,7167
2001,10421
2002,12050
2003,8289
2004,10513
2005,15686
2006,11466
2007,11604
2008,7943
zoster
1900,490
1901,496
1902,444
1903,511
1904,400
1905,918
1906,555
1907,693
1908,505
1909,562
1910,675
1911,929
1912,433
1913,451
1914,595
1915,672
1916,475
1917,506
